time,flex,add,introt,ant,prox,lat
1.832,47.575,3.074,12.121,0.977,0.163,-4.197
1.842,47.389,2.992,12.083,0.950,0.155,-4.222
1.852,47.204,2.911,12.044,0.923,0.147,-4.247
1.862,47.019,2.829,12.004,0.898,0.138,-4.270
1.872,46.834,2.748,11.963,0.873,0.130,-4.294
1.882,46.649,2.667,11.921,0.849,0.122,-4.316
1.892,46.465,2.586,11.879,0.826,0.114,-4.339
1.902,46.280,2.506,11.836,0.804,0.106,-4.360
1.912,46.096,2.426,11.792,0.783,0.098,-4.382
1.922,45.912,2.346,11.748,0.762,0.089,-4.402
1.932,45.728,2.266,11.702,0.742,0.081,-4.423
1.942,45.545,2.186,11.656,0.724,0.073,-4.442
1.952,45.361,2.107,11.610,0.706,0.065,-4.461
1.962,45.178,2.028,11.562,0.689,0.057,-4.480
1.972,44.996,1.950,11.514,0.672,0.049,-4.498
1.982,44.814,1.871,11.465,0.657,0.041,-4.516
1.992,44.632,1.794,11.415,0.642,0.033,-4.533
2.002,44.450,1.716,11.365,0.629,0.025,-4.549
2.012,44.269,1.639,11.314,0.616,0.016,-4.565
2.022,44.088,1.563,11.262,0.604,0.008,-4.580
2.032,43.908,1.486,11.210,0.592,0.000,-4.595
2.042,43.728,1.411,11.157,0.582,-0.008,-4.609
2.052,43.548,1.335,11.103,0.572,-0.016,-4.623
2.062,43.369,1.260,11.048,0.563,-0.024,-4.636
2.072,43.191,1.186,10.993,0.555,-0.031,-4.648
2.082,43.012,1.112,10.937,0.547,-0.039,-4.660
2.092,42.835,1.039,10.881,0.541,-0.047,-4.672
2.102,42.658,0.966,10.824,0.535,-0.055,-4.683
2.112,42.481,0.894,10.766,0.530,-0.063,-4.693
2.122,42.305,0.822,10.708,0.525,-0.071,-4.703
2.132,42.130,0.751,10.649,0.521,-0.078,-4.712
2.142,41.955,0.681,10.589,0.518,-0.086,-4.720
2.152,41.781,0.611,10.529,0.516,-0.094,-4.728
2.162,41.607,0.541,10.468,0.514,-0.102,-4.736
2.172,41.435,0.473,10.406,0.513,-0.109,-4.743
2.182,41.262,0.404,10.344,0.513,-0.117,-4.749
2.192,41.091,0.337,10.282,0.513,-0.125,-4.755
2.202,40.920,0.270,10.218,0.513,-0.132,-4.760
2.212,40.749,0.204,10.154,0.515,-0.140,-4.765
2.222,40.580,0.138,10.090,0.517,-0.147,-4.769
2.232,40.411,0.074,10.025,0.519,-0.155,-4.772
2.242,40.243,0.010,9.959,0.522,-0.162,-4.775
2.252,40.075,-0.054,9.893,0.526,-0.169,-4.777
2.262,39.909,-0.117,9.826,0.530,-0.177,-4.779
2.272,39.743,-0.179,9.759,0.534,-0.184,-4.781
2.282,39.578,-0.240,9.691,0.539,-0.191,-4.781
2.292,39.413,-0.300,9.623,0.544,-0.198,-4.781
2.302,39.250,-0.360,9.554,0.550,-0.206,-4.781
2.312,39.087,-0.419,9.485,0.556,-0.213,-4.780
2.322,38.925,-0.478,9.415,0.563,-0.220,-4.779
2.332,38.764,-0.535,9.344,0.570,-0.227,-4.777
2.342,38.604,-0.592,9.273,0.577,-0.234,-4.774
2.352,38.444,-0.648,9.202,0.585,-0.241,-4.771
2.362,38.286,-0.703,9.130,0.593,-0.248,-4.767
2.372,38.128,-0.757,9.058,0.601,-0.255,-4.763
2.382,37.972,-0.811,8.985,0.609,-0.262,-4.758
2.392,37.816,-0.864,8.912,0.618,-0.268,-4.753
2.402,37.661,-0.916,8.838,0.627,-0.275,-4.747
2.412,37.507,-0.967,8.764,0.636,-0.282,-4.741
2.422,37.354,-1.017,8.689,0.645,-0.289,-4.734
2.432,37.202,-1.067,8.614,0.655,-0.295,-4.727
2.442,37.050,-1.115,8.539,0.664,-0.302,-4.719
2.452,36.900,-1.163,8.463,0.674,-0.308,-4.711
2.462,36.751,-1.210,8.386,0.684,-0.315,-4.702
2.472,36.603,-1.257,8.309,0.693,-0.321,-4.693
2.482,36.455,-1.302,8.232,0.703,-0.328,-4.683
2.492,36.309,-1.346,8.155,0.713,-0.334,-4.673
2.503,36.164,-1.390,8.077,0.723,-0.340,-4.662
2.513,36.019,-1.433,7.999,0.733,-0.346,-4.651
2.523,35.876,-1.475,7.920,0.742,-0.353,-4.639
2.533,35.734,-1.516,7.841,0.752,-0.359,-4.627
2.543,35.593,-1.556,7.762,0.762,-0.365,-4.615
2.553,35.452,-1.596,7.682,0.771,-0.371,-4.602
2.563,35.313,-1.634,7.602,0.780,-0.377,-4.588
2.573,35.175,-1.672,7.521,0.789,-0.383,-4.574
2.583,35.038,-1.709,7.441,0.798,-0.389,-4.560
2.593,34.902,-1.745,7.360,0.807,-0.394,-4.545
2.603,34.767,-1.780,7.278,0.815,-0.400,-4.530
2.613,34.634,-1.814,7.197,0.824,-0.406,-4.514
2.623,34.501,-1.848,7.115,0.831,-0.412,-4.498
2.633,34.369,-1.881,7.033,0.839,-0.417,-4.482
2.643,34.239,-1.912,6.950,0.846,-0.423,-4.465
2.653,34.109,-1.943,6.867,0.853,-0.428,-4.448
2.663,33.981,-1.973,6.784,0.860,-0.434,-4.430
2.673,33.854,-2.003,6.701,0.866,-0.439,-4.412
2.683,33.727,-2.031,6.618,0.872,-0.445,-4.394
2.693,33.602,-2.059,6.534,0.877,-0.450,-4.375
2.703,33.478,-2.086,6.450,0.882,-0.455,-4.356
2.713,33.356,-2.112,6.366,0.886,-0.460,-4.337
2.723,33.234,-2.137,6.281,0.890,-0.466,-4.317
2.733,33.114,-2.161,6.197,0.894,-0.471,-4.297
2.743,32.994,-2.185,6.112,0.897,-0.476,-4.276
2.753,32.876,-2.208,6.027,0.899,-0.481,-4.256
2.763,32.759,-2.230,5.942,0.901,-0.486,-4.234
2.773,32.643,-2.251,5.856,0.902,-0.491,-4.213
2.783,32.528,-2.271,5.771,0.903,-0.496,-4.191
2.793,32.414,-2.291,5.685,0.903,-0.500,-4.169
2.803,32.302,-2.310,5.599,0.902,-0.505,-4.147
2.813,32.190,-2.328,5.513,0.901,-0.510,-4.125
2.823,32.080,-2.345,5.427,0.899,-0.515,-4.102
2.833,31.971,-2.362,5.341,0.896,-0.519,-4.079
2.843,31.863,-2.378,5.255,0.893,-0.524,-4.056
2.853,31.756,-2.393,5.168,0.889,-0.528,-4.032
2.863,31.651,-2.408,5.082,0.884,-0.533,-4.008
2.873,31.546,-2.421,4.995,0.878,-0.537,-3.984
2.883,31.443,-2.435,4.908,0.872,-0.542,-3.960
2.893,31.341,-2.447,4.821,0.865,-0.546,-3.936
2.903,31.240,-2.459,4.734,0.857,-0.550,-3.911
2.913,31.140,-2.470,4.647,0.849,-0.554,-3.886
2.923,31.041,-2.480,4.560,0.839,-0.559,-3.861
2.933,30.944,-2.490,4.473,0.829,-0.563,-3.836
2.943,30.847,-2.499,4.386,0.818,-0.567,-3.811
2.953,30.752,-2.507,4.299,0.806,-0.571,-3.785
2.963,30.658,-2.515,4.212,0.794,-0.575,-3.760
2.973,30.565,-2.522,4.124,0.780,-0.579,-3.734
2.983,30.473,-2.529,4.037,0.766,-0.583,-3.708
2.993,30.383,-2.535,3.950,0.750,-0.587,-3.682
3.003,30.293,-2.540,3.863,0.734,-0.591,-3.656
3.013,30.205,-2.545,3.775,0.717,-0.595,-3.629
3.023,30.117,-2.550,3.688,0.699,-0.598,-3.603
3.033,30.031,-2.553,3.601,0.681,-0.602,-3.576
3.043,29.946,-2.557,3.514,0.661,-0.606,-3.550
3.053,29.863,-2.560,3.427,0.640,-0.610,-3.523
3.063,29.780,-2.562,3.340,0.619,-0.613,-3.496
3.073,29.698,-2.564,3.253,0.596,-0.617,-3.469
3.083,29.618,-2.565,3.166,0.573,-0.620,-3.443
3.093,29.538,-2.566,3.079,0.549,-0.624,-3.416
3.103,29.460,-2.566,2.992,0.524,-0.627,-3.389
3.113,29.383,-2.566,2.905,0.498,-0.631,-3.362
3.123,29.307,-2.566,2.818,0.471,-0.634,-3.335
3.133,29.232,-2.565,2.732,0.443,-0.638,-3.308
3.143,29.158,-2.564,2.645,0.414,-0.641,-3.281
3.153,29.085,-2.562,2.559,0.385,-0.644,-3.253
3.163,29.013,-2.560,2.473,0.354,-0.648,-3.226
3.173,28.943,-2.558,2.387,0.323,-0.651,-3.199
3.183,28.873,-2.555,2.301,0.290,-0.654,-3.172
3.193,28.804,-2.552,2.215,0.257,-0.657,-3.145
3.203,28.737,-2.549,2.129,0.223,-0.660,-3.118
3.213,28.671,-2.545,2.044,0.188,-0.664,-3.092
3.223,28.605,-2.541,1.958,0.152,-0.667,-3.065
3.233,28.541,-2.537,1.873,0.115,-0.670,-3.038
3.243,28.477,-2.533,1.788,0.078,-0.673,-3.011
3.253,28.415,-2.528,1.703,0.039,-0.676,-2.985
3.263,28.354,-2.523,1.618,0.000,-0.679,-2.958
3.273,28.294,-2.518,1.534,-0.040,-0.682,-2.932
3.283,28.234,-2.513,1.450,-0.081,-0.685,-2.905
3.293,28.176,-2.507,1.365,-0.123,-0.688,-2.879
3.303,28.119,-2.502,1.282,-0.165,-0.691,-2.853
3.313,28.062,-2.496,1.198,-0.209,-0.694,-2.827
3.323,28.007,-2.490,1.114,-0.253,-0.697,-2.801
3.333,27.953,-2.484,1.031,-0.298,-0.700,-2.775
3.343,27.899,-2.478,0.948,-0.344,-0.702,-2.749
3.353,27.847,-2.472,0.865,-0.390,-0.705,-2.724
3.363,27.795,-2.466,0.783,-0.437,-0.708,-2.698
3.373,27.744,-2.460,0.701,-0.485,-0.711,-2.673
3.383,27.695,-2.453,0.619,-0.534,-0.714,-2.648
3.393,27.646,-2.447,0.537,-0.583,-0.717,-2.623
3.403,27.598,-2.441,0.456,-0.633,-0.719,-2.599
3.413,27.551,-2.434,0.374,-0.684,-0.722,-2.574
3.423,27.505,-2.428,0.293,-0.735,-0.725,-2.550
3.433,27.460,-2.422,0.213,-0.787,-0.728,-2.526
3.443,27.415,-2.416,0.133,-0.839,-0.730,-2.502
3.453,27.372,-2.409,0.053,-0.892,-0.733,-2.478
3.463,27.329,-2.403,-0.027,-0.946,-0.736,-2.454
3.473,27.287,-2.397,-0.107,-1.000,-0.739,-2.431
3.483,27.246,-2.392,-0.186,-1.055,-0.741,-2.408
3.493,27.206,-2.386,-0.264,-1.110,-0.744,-2.385
3.504,27.167,-2.380,-0.343,-1.166,-0.747,-2.362
3.514,27.128,-2.375,-0.421,-1.222,-0.750,-2.340
3.524,27.090,-2.370,-0.499,-1.279,-0.752,-2.318
3.534,27.053,-2.364,-0.576,-1.336,-0.755,-2.296
3.544,27.017,-2.360,-0.653,-1.393,-0.758,-2.274
3.554,26.981,-2.355,-0.730,-1.451,-0.761,-2.253
3.564,26.946,-2.351,-0.806,-1.509,-0.764,-2.231
3.574,26.912,-2.346,-0.882,-1.568,-0.766,-2.210
3.584,26.879,-2.342,-0.958,-1.627,-0.769,-2.190
3.594,26.846,-2.339,-1.033,-1.686,-0.772,-2.169
3.604,26.814,-2.335,-1.108,-1.746,-0.775,-2.149
3.614,26.783,-2.332,-1.183,-1.805,-0.778,-2.129
3.624,26.753,-2.329,-1.257,-1.865,-0.780,-2.109
3.634,26.723,-2.327,-1.331,-1.925,-0.783,-2.090
3.644,26.693,-2.325,-1.404,-1.986,-0.786,-2.071
3.654,26.665,-2.323,-1.477,-2.046,-0.789,-2.052
3.664,26.637,-2.322,-1.549,-2.107,-0.792,-2.034
3.674,26.609,-2.320,-1.622,-2.167,-0.795,-2.016
3.684,26.583,-2.320,-1.693,-2.228,-0.798,-1.998
3.694,26.556,-2.319,-1.765,-2.289,-0.801,-1.980
3.704,26.531,-2.320,-1.836,-2.350,-0.804,-1.963
3.714,26.506,-2.320,-1.906,-2.411,-0.807,-1.946
3.724,26.481,-2.321,-1.976,-2.472,-0.810,-1.929
3.734,26.457,-2.322,-2.046,-2.533,-0.813,-1.912
3.744,26.434,-2.324,-2.115,-2.594,-0.816,-1.896
3.754,26.411,-2.327,-2.184,-2.654,-0.819,-1.881
3.764,26.388,-2.329,-2.252,-2.715,-0.822,-1.865
3.774,26.366,-2.333,-2.320,-2.775,-0.825,-1.850
3.784,26.345,-2.336,-2.388,-2.836,-0.828,-1.835
3.794,26.324,-2.341,-2.455,-2.896,-0.831,-1.820
3.804,26.304,-2.345,-2.521,-2.956,-0.835,-1.806
3.814,26.284,-2.351,-2.587,-3.015,-0.838,-1.792
3.824,26.264,-2.356,-2.653,-3.075,-0.841,-1.778
3.834,26.245,-2.363,-2.718,-3.134,-0.845,-1.765
3.844,26.226,-2.370,-2.783,-3.193,-0.848,-1.752
3.854,26.207,-2.377,-2.847,-3.251,-0.851,-1.739
3.864,26.189,-2.385,-2.911,-3.309,-0.855,-1.727
3.874,26.172,-2.394,-2.974,-3.367,-0.858,-1.714
3.884,26.154,-2.403,-3.037,-3.424,-0.862,-1.703
3.894,26.137,-2.413,-3.100,-3.481,-0.865,-1.691
3.904,26.121,-2.423,-3.161,-3.537,-0.869,-1.680
3.914,26.104,-2.434,-3.223,-3.593,-0.873,-1.669
3.924,26.088,-2.445,-3.284,-3.649,-0.876,-1.658
3.934,26.073,-2.458,-3.344,-3.704,-0.880,-1.648
3.944,26.057,-2.470,-3.404,-3.758,-0.884,-1.638
3.954,26.042,-2.484,-3.464,-3.812,-0.888,-1.628
3.964,26.027,-2.498,-3.523,-3.865,-0.892,-1.619
3.974,26.012,-2.513,-3.581,-3.918,-0.895,-1.610
3.984,25.998,-2.528,-3.639,-3.970,-0.899,-1.601
3.994,25.984,-2.544,-3.697,-4.021,-0.903,-1.592
4.004,25.970,-2.560,-3.754,-4.072,-0.908,-1.584
4.014,25.956,-2.578,-3.810,-4.122,-0.912,-1.576
4.024,25.942,-2.596,-3.866,-4.171,-0.916,-1.569
4.034,25.929,-2.614,-3.922,-4.220,-0.920,-1.561
4.044,25.915,-2.633,-3.977,-4.268,-0.924,-1.554
4.054,25.902,-2.653,-4.031,-4.315,-0.929,-1.547
4.064,25.889,-2.674,-4.085,-4.361,-0.933,-1.541
4.074,25.876,-2.695,-4.138,-4.406,-0.938,-1.534
4.084,25.863,-2.717,-4.191,-4.451,-0.942,-1.528
4.094,25.850,-2.740,-4.244,-4.495,-0.947,-1.523
4.104,25.837,-2.763,-4.296,-4.538,-0.952,-1.517
4.114,25.825,-2.787,-4.347,-4.580,-0.956,-1.512
4.124,25.812,-2.811,-4.398,-4.621,-0.961,-1.507
4.134,25.800,-2.837,-4.449,-4.661,-0.966,-1.502
4.144,25.787,-2.863,-4.498,-4.701,-0.971,-1.498
4.154,25.774,-2.889,-4.548,-4.739,-0.976,-1.493
4.164,25.762,-2.917,-4.597,-4.776,-0.981,-1.489
4.174,25.749,-2.945,-4.645,-4.813,-0.986,-1.486
4.184,25.737,-2.973,-4.693,-4.848,-0.991,-1.482
4.194,25.724,-3.003,-4.740,-4.883,-0.996,-1.479
4.204,25.712,-3.033,-4.787,-4.917,-1.002,-1.476
4.214,25.699,-3.063,-4.833,-4.949,-1.007,-1.473
4.224,25.686,-3.095,-4.879,-4.981,-1.013,-1.470
4.234,25.673,-3.127,-4.924,-5.011,-1.018,-1.467
4.244,25.660,-3.159,-4.969,-5.041,-1.024,-1.465
4.254,25.647,-3.193,-5.013,-5.069,-1.029,-1.463
4.264,25.634,-3.227,-5.057,-5.097,-1.035,-1.461
4.274,25.621,-3.261,-5.100,-5.123,-1.041,-1.459
4.284,25.607,-3.297,-5.143,-5.148,-1.047,-1.458
4.294,25.594,-3.333,-5.185,-5.173,-1.053,-1.456
4.304,25.580,-3.369,-5.227,-5.196,-1.059,-1.455
4.314,25.566,-3.406,-5.268,-5.218,-1.065,-1.454
4.324,25.552,-3.444,-5.308,-5.239,-1.071,-1.453
4.334,25.537,-3.483,-5.348,-5.259,-1.078,-1.452
4.344,25.523,-3.522,-5.388,-5.277,-1.084,-1.452
4.354,25.508,-3.561,-5.427,-5.295,-1.091,-1.451
4.364,25.493,-3.602,-5.466,-5.312,-1.097,-1.451
4.374,25.478,-3.643,-5.504,-5.327,-1.104,-1.451
4.384,25.463,-3.684,-5.541,-5.342,-1.111,-1.451
4.394,25.447,-3.726,-5.578,-5.355,-1.117,-1.451
4.404,25.431,-3.769,-5.615,-5.367,-1.124,-1.451
4.414,25.415,-3.812,-5.651,-5.378,-1.131,-1.451
4.424,25.398,-3.856,-5.686,-5.388,-1.138,-1.451
4.434,25.381,-3.900,-5.722,-5.397,-1.145,-1.452
4.444,25.364,-3.945,-5.756,-5.405,-1.153,-1.452
4.454,25.347,-3.990,-5.790,-5.412,-1.160,-1.452
4.464,25.329,-4.036,-5.824,-5.417,-1.167,-1.453
4.474,25.311,-4.082,-5.857,-5.422,-1.175,-1.454
4.484,25.292,-4.129,-5.889,-5.425,-1.182,-1.454
4.494,25.274,-4.176,-5.921,-5.428,-1.190,-1.455
4.505,25.254,-4.224,-5.953,-5.429,-1.198,-1.456
4.515,25.235,-4.273,-5.984,-5.429,-1.206,-1.457
4.525,25.215,-4.321,-6.015,-5.428,-1.214,-1.457
4.535,25.195,-4.371,-6.045,-5.427,-1.222,-1.458
4.545,25.174,-4.420,-6.075,-5.424,-1.230,-1.459
4.555,25.153,-4.470,-6.104,-5.420,-1.238,-1.460
4.565,25.131,-4.521,-6.132,-5.415,-1.246,-1.461
4.575,25.109,-4.572,-6.161,-5.409,-1.255,-1.461
